kind,alpha,predictor_set,response,n,cohort_n,cohort_hash,r2,reference,delta_r2,status
random_fire,0.01,comprehensive_means,normalized_entropy,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.132186427843,mean_only,0.132368036124,evaluated
random_fire,0.01,comprehensive_means,pulse_count,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.00347373357185,mean_only,0.00354348825151,evaluated
random_fire,0.01,comprehensive_means,reactivation_count,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.00594639425444,mean_only,0.00608383022355,evaluated
random_fire,0.01,comprehensive_means,normalized_first_difference,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.120284704288,mean_only,0.120391128346,evaluated
random_fire,0.01,comprehensive_means,normalized_second_difference,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.108221373651,mean_only,0.108403350158,evaluated
random_fire,0.01,comprehensive_means,log_area,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.216969175624,mean_only,0.217155617415,evaluated
random_fire,0.01,comprehensive_means,log_duration,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.0782956507624,mean_only,0.0786628270114,evaluated
random_fire,0.01,comprehensive_means,shape_PC1_fold,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.0464689517559,mean_only,0.0467254840057,evaluated
random_fire,0.01,comprehensive_means,shape_PC2_fold,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.0196325269307,mean_only,0.019677759337,evaluated
random_fire,0.01,comprehensive_means,shape_PC3_fold,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.007253808603,mean_only,0.00781597746645,evaluated
random_fire,0.01,comprehensive_plus_max,front_loaded_fraction,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.0531971739469,mean_only,0.0533192812109,evaluated
random_fire,0.01,comprehensive_plus_max,late_growth_fraction,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.0676312771613,mean_only,0.0677253069812,evaluated
random_fire,0.01,comprehensive_plus_max,peak_timing,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.00297212249482,mean_only,0.00332640886956,evaluated
random_fire,0.01,comprehensive_plus_max,terminal_taper_fraction,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.115729263926,mean_only,0.115868769854,evaluated
random_fire,0.01,comprehensive_plus_max,normalized_entropy,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.143457379178,mean_only,0.143638987459,evaluated
