rep,feature,PC1,PC2,PC3,PC4,PC5
12,allocation_00,-0.188393008767,-0.282051674218,-0.211977435509,-0.189479388459,-0.214295524866
12,allocation_01,-0.191694831983,-0.283748879117,-0.215332022565,-0.188795521387,-0.221038676012
12,allocation_02,-0.211885436215,-0.28209363543,-0.20776737929,-0.152061720886,-0.134997513178
12,allocation_03,-0.235729469956,-0.256014590205,-0.137962679065,-0.00672647289094,0.110854813321
12,allocation_04,-0.249847750193,-0.178879926311,0.0266449922916,0.246645116767,0.379475609486
12,allocation_05,-0.247629108557,-0.0223100817695,0.277592786149,0.349478550294,0.173473889898
12,allocation_06,-0.22982537278,0.0990989993853,0.339455252435,0.285503639215,-0.00137025813618
12,allocation_07,-0.127161006786,0.271565274552,0.29694787492,0.0237044035287,-0.203555313186
12,allocation_08,-0.075425432792,0.323994263117,0.168172596116,-0.313712280766,-0.248981327183
12,allocation_09,-0.0600870310989,0.318190943983,0.118421889513,-0.357003771625,-0.17990448604
12,allocation_10,0.061271017798,0.292053060453,-0.293827264485,-0.135124313169,0.367877724951
12,allocation_11,0.0757307516691,0.290699349713,-0.323783501864,-0.0786571858943,0.354638228401
12,allocation_12,0.116529047709,0.230812110148,-0.348044264072,0.181431479291,0.00890401006442
12,allocation_13,0.249881756365,0.0790740487163,-0.257587110047,0.373244373976,-0.265848196069
12,allocation_14,0.273345153493,-0.0263758173656,-0.137232908899,0.368015914798,-0.334733528376
12,allocation_15,0.30131744719,-0.136900168859,0.101255239818,0.0923131394223,-0.200146368532
12,allocation_16,0.309870924141,-0.168943574851,0.166323698932,-0.0873999578963,0.0568728711125
12,allocation_17,0.307301149285,-0.176907468882,0.173119587036,-0.141505503239,0.159120196066
12,allocation_18,0.303814268694,-0.178962031431,0.170428053535,-0.151328294203,0.161926973982
12,allocation_19,0.302470051042,-0.178606634356,0.16909757485,-0.1522527348,0.161496962852
13,allocation_00,-0.18063303978,-0.28900642577,-0.221394966442,-0.180969957141,-0.225353127893
13,allocation_01,-0.184071807161,-0.289193528927,-0.223959949737,-0.182123423039,-0.227128666702
13,allocation_02,-0.205081758069,-0.287953077771,-0.215786786445,-0.144499092114,-0.13359537947
13,allocation_03,-0.232153161609,-0.262957407768,-0.14002614721,0.00227182413532,0.122334751704
13,allocation_04,-0.244951506028,-0.184457499431,0.0462712642843,0.247571566377,0.396216899983
13,allocation_05,-0.242277421033,-0.0407547164413,0.298145697303,0.338190072715,0.192722069033
13,allocation_06,-0.229183792847,0.0850171084003,0.359546576483,0.265509913934,-0.0284656991738
13,allocation_07,-0.129941901526,0.264891491081,0.294265681617,0.0119914469105,-0.252189354202
13,allocation_08,-0.0885347224377,0.319241273479,0.153332364933,-0.309840808226,-0.238530546837
13,allocation_09,-0.0742171329436,0.315080625263,0.106183006388,-0.347421811199,-0.156256281276
13,allocation_10,0.0430782173329,0.299778986586,-0.28177016244,-0.132500580356,0.3677413496
13,allocation_11,0.0601964393546,0.296314618399,-0.318352630843,-0.0751645447901,0.345415063002
13,allocation_12,0.104550956301,0.234523049929,-0.342368793957,0.203240947178,0.000658637329231
13,allocation_13,0.244417141374,0.0876392128075,-0.25605601055,0.390638208326,-0.239361859005
13,allocation_14,0.274499327878,-0.0225164842298,-0.125837089054,0.370152508016,-0.313489156536
13,allocation_15,0.305553256429,-0.125809742429,0.100728270899,0.0920947348206,-0.198883459551
13,allocation_16,0.318285270517,-0.157554745608,0.157040138248,-0.0867487748948,0.0398295782323
13,allocation_17,0.313836295912,-0.166724378752,0.164503734361,-0.153982695693,0.15721820972
13,allocation_18,0.310018756073,-0.169173518555,0.161759035524,-0.167302264632,0.158624219556
13,allocation_19,0.308717276662,-0.169057185581,0.159928942121,-0.168396661624,0.154360919372
14,allocation_00,-0.18519069752,-0.286723068608,-0.217137269966,-0.169044943152,-0.217090519915
14,allocation_01,-0.188809442492,-0.287221335801,-0.221895433415,-0.17072907394,-0.218609520128
14,allocation_02,-0.205710997731,-0.286074264241,-0.211563013114,-0.149520479997,-0.139868209138
14,allocation_03,-0.231204733899,-0.263927679463,-0.142720612005,-0.0174912527236,0.101883325029
14,allocation_04,-0.245495847669,-0.185999030353,0.0308683181398,0.23485889208,0.389433648709
14,allocation_05,-0.244676308174,-0.0347215550777,0.281207418396,0.35193533927,0.209129244572
14,allocation_06,-0.23159616427,0.0865803759865,0.343440518052,0.287628389737,0.00335112386473
14,allocation_07,-0.138054786228,0.262385051423,0.297077135979,0.0220262138495,-0.226166441552
14,allocation_08,-0.0944909544293,0.316681784196,0.171559795607,-0.303721245895,-0.251932962078
14,allocation_09,-0.076682690419,0.313899329847,0.120993716087,-0.343195126804,-0.185834530099
14,allocation_10,0.0494017310392,0.295365014831,-0.281862875695,-0.15759310819,0.370307471838
14,allocation_11,0.0668276024248,0.294640860919,-0.318747533376,-0.0917813138844,0.351470959294
14,allocation_12,0.109901182911,0.237022034956,-0.344330522696,0.190370427497,0.013895476143
14,allocation_13,0.245428565131,0.0937111845694,-0.257703695004,0.377788058391,-0.239328858337
14,allocation_14,0.273964700396,-0.0167959628853,-0.134979755489,0.370589761766,-0.308930976254
14,allocation_15,0.302515395635,-0.12806169345,0.0899943309776,0.113538103818,-0.212773265135
14,allocation_16,0.313786459586,-0.163564808075,0.16111581804,-0.0906549664515,0.0523533648868
14,allocation_17,0.309411186775,-0.172278477916,0.173911083991,-0.154629207622,0.151794154718
