kind,fold,alpha,predictor_set,response,n,train_n,r2,status,cohort_hash
random_fire,0,0.01,length_plus_core,terminal_taper_fraction,1871,7341,0.234626597476,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,length_plus_core,normalized_entropy,1871,7341,0.115171993537,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,length_plus_core,pulse_count,1871,7341,0.208823665115,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,length_plus_core,reactivation_count,1871,7341,0.194526750077,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,length_plus_core,normalized_first_difference,1871,7341,0.659514679309,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,length_plus_core,normalized_second_difference,1871,7341,0.586169863561,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,length_plus_core,log_area,1871,7341,0.605503275493,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,length_plus_core,log_duration,1871,7341,,excluded_known_outcome,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,length_plus_core,shape_PC1_fold,1871,7341,0.0566931039486,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,length_plus_core,shape_PC2_fold,1871,7341,0.0529838615904,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,length_plus_core,shape_PC3_fold,1871,7341,0.0124398308603,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,length_plus_core_max,front_loaded_fraction,1871,7341,0.0495016778949,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
